date,product,region,quantity,sales
2024-02-27,노트북,부산,2,2978502
2024-02-27,스마트폰,부산,3,4313940
2024-02-27,이어폰,부산,3,377628
2024-02-27,태블릿,부산,1,690722
2024-02-27,노트북,서울,2,1765442
2024-02-27,스마트폰,서울,3,2633136
2024-02-27,이어폰,서울,1,35071
2024-02-27,태블릿,서울,1,399613
2024-02-27,노트북,인천,1,1672473
2024-02-27,노트북,인천,5,9061210
2024-02-27,스마트폰,인천,5,6056730
2024-02-27,이어폰,인천,2,566544
2024-02-27,태블릿,인천,3,990648
2024-02-28,노트북,광주,2,3506142
2024-02-28,스마트폰,광주,3,3262080
2024-02-28,이어폰,광주,1,81085
2024-02-28,태블릿,광주,3,2323542
2024-02-28,노트북,대구,1,1845338
2024-02-28,스마트폰,대구,4,3325656
2024-02-28,이어폰,대구,4,984736
2024-02-28,태블릿,대구,1,407629
2024-02-28,노트북,부산,5,8920850
2024-02-28,노트북,부산,4,4587508
2024-02-28,노트북,부산,1,2375862
2024-02-28,스마트폰,부산,4,3344832
2024-02-28,이어폰,부산,2,457030
2024-02-28,이어폰,부산,4,612828
2024-02-28,이어폰,부산,1,270697
2024-02-28,태블릿,부산,1,831553
2024-02-28,노트북,서울,5,4998685
2024-02-28,스마트폰,서울,4,4775424
2024-02-28,이어폰,서울,5,293040
2024-02-28,태블릿,서울,4,1823500
2024-02-28,노트북,인천,1,2460489
2024-02-28,스마트폰,인천,5,5745685
2024-02-28,이어폰,인천,4,834820
2024-02-28,태블릿,인천,5,2584495
2024-02-29,노트북,광주,3,5571585
2024-02-29,스마트폰,광주,4,3756004
2024-02-29,이어폰,광주,3,802263
2024-02-29,태블릿,광주,2,1173772
2024-02-29,태블릿,광주,4,2638052
2024-02-29,노트북,대구,4,3590072
2024-02-29,스마트폰,대구,5,3146020
2024-02-29,이어폰,대구,2,583058
2024-02-29,태블릿,대구,5,4143445
2024-02-29,노트북,부산,4,4097256
2024-02-29,스마트폰,부산,3,3421572
2024-02-29,이어폰,부산,4,519672
2024-02-29,태블릿,부산,4,2104244
2024-02-29,노트북,서울,3,4634340
2024-02-29,스마트폰,서울,3,3222885
2024-02-29,이어폰,서울,4,414540
2024-02-29,태블릿,서울,1,472129
2024-02-29,노트북,인천,5,8538345
2024-02-29,노트북,인천,5,9063905
2024-02-29,스마트폰,인천,5,6595115
2024-02-29,이어폰,인천,2,168584
2024-02-29,태블릿,인천,5,2410425
2024-03-01,노트북,광주,3,5247477
2024-03-01,스마트폰,광주,1,1146036
2024-03-01,이어폰,광주,4,618272
2024-03-01,태블릿,광주,2,1777068
2024-03-01,노트북,대구,4,8855964
2024-03-01,스마트폰,대구,5,3999085
2024-03-01,이어폰,대구,1,43249
2024-03-01,태블릿,대구,1,848122
2024-03-01,노트북,부산,2,4579618
2024-03-01,스마트폰,부산,2,2056740
2024-03-01,이어폰,부산,5,1409260
2024-03-01,태블릿,부산,1,669348
2024-03-01,노트북,서울,5,11340180
2024-03-01,스마트폰,서울,5,4067165
2024-03-01,이어폰,서울,2,364694
2024-03-01,태블릿,서울,3,2641416
2024-03-01,태블릿,서울,2,1021294
2024-03-01,노트북,인천,1,1219225
2024-03-01,스마트폰,인천,3,3859878
2024-03-01,이어폰,인천,1,184738
2024-03-01,태블릿,인천,3,1360623
2024-03-02,노트북,광주,2,2618366
2024-03-02,스마트폰,광주,3,2619252
2024-03-02,이어폰,광주,1,94685
2024-03-02,태블릿,광주,4,3815844
2024-03-02,노트북,대구,1,1684830
2024-03-02,스마트폰,대구,3,1859778
2024-03-02,이어폰,대구,3,181212
2024-03-02,태블릿,대구,4,1767912
2024-03-02,노트북,부산,2,4495462
2024-03-02,스마트폰,부산,3,4023621
2024-03-02,이어폰,부산,1,140111
2024-03-02,태블릿,부산,2,1238014
2024-03-02,노트북,서울,3,7095351
2024-03-02,스마트폰,서울,4,3670784
2024-03-02,이어폰,서울,3,427065
2024-03-02,태블릿,서울,5,1696435
2024-03-02,노트북,인천,3,5862009
2024-03-02,스마트폰,인천,5,4206375
2024-03-02,이어폰,인천,5,574810
2024-03-02,태블릿,인천,2,1624500
2024-03-03,노트북,광주,4,6458832
2024-03-03,스마트폰,광주,1,970539
2024-03-03,이어폰,광주,2,391754
2024-03-03,이어폰,광주,3,111084
2024-03-03,태블릿,광주,5,3332970
2024-03-03,노트북,대구,4,9249080
2024-03-03,스마트폰,대구,1,1351059
2024-03-03,스마트폰,대구,1,1037999
2024-03-03,이어폰,대구,5,811455
2024-03-03,태블릿,대구,2,1166324
2024-03-03,노트북,부산,2,3023210
2024-03-03,스마트폰,부산,1,740203
2024-03-03,이어폰,부산,2,542850
2024-03-03,태블릿,부산,1,547357
2024-03-03,노트북,서울,5,10371885
2024-03-03,스마트폰,서울,1,1316426
2024-03-03,스마트폰,서울,4,6247288
2024-03-03,이어폰,서울,3,962241
2024-03-03,태블릿,서울,3,1062483
2024-03-03,노트북,인천,4,6815124
2024-03-03,스마트폰,인천,4,4668420
2024-03-03,이어폰,인천,1,194336
2024-03-03,태블릿,인천,1,366897
2024-03-03,태블릿,인천,1,735296
2024-03-04,노트북,광주,2,1620266
2024-03-04,스마트폰,광주,3,2274399
2024-03-04,이어폰,광주,3,301242
2024-03-04,태블릿,광주,4,2360476
2024-03-04,노트북,대구,1,1325730
2024-03-04,스마트폰,대구,1,707007
2024-03-04,이어폰,대구,2,305924
2024-03-04,태블릿,대구,3,2023458
2024-03-04,노트북,부산,5,5493750
2024-03-04,스마트폰,부산,2,1385860
2024-03-04,이어폰,부산,2,117030
2024-03-04,이어폰,부산,5,1359175
2024-03-04,태블릿,부산,2,840380
2024-03-04,노트북,서울,1,2001077
2024-03-04,스마트폰,서울,5,4566120
2024-03-04,이어폰,서울,3,423033
2024-03-04,태블릿,서울,3,1560768
2024-03-04,노트북,인천,2,2932890
2024-03-04,스마트폰,인천,4,3890144
2024-03-04,이어폰,인천,5,1105495
2024-03-04,태블릿,인천,5,2298985
2024-03-05,노트북,광주,2,2351388
2024-03-05,스마트폰,광주,5,7473980
2024-03-05,이어폰,광주,3,153573
2024-03-05,태블릿,광주,2,1613980
2024-03-05,노트북,대구,5,6230955
2024-03-05,스마트폰,대구,1,1078388
2024-03-05,이어폰,대구,2,443588
2024-03-05,이어폰,대구,4,588304
2024-03-05,태블릿,대구,5,3975180
2024-03-05,노트북,부산,2,3859126
2024-03-05,스마트폰,부산,2,1552042
2024-03-05,이어폰,부산,5,231770
2024-03-05,태블릿,부산,1,319535
2024-03-05,노트북,서울,4,7082652
2024-03-05,스마트폰,서울,4,3504668
2024-03-05,이어폰,서울,5,364885
2024-03-05,태블릿,서울,1,484308
2024-03-05,노트북,인천,3,3242307
2024-03-05,스마트폰,인천,4,4101860
2024-03-05,이어폰,인천,2,233898
2024-03-05,태블릿,인천,5,1555530
2024-03-06,노트북,광주,4,8864232
2024-03-06,스마트폰,광주,4,4009160
2024-03-06,이어폰,광주,2,105240
2024-03-06,태블릿,광주,4,1294144
2024-03-06,노트북,대구,2,3765820
2024-03-06,스마트폰,대구,4,3480160
2024-03-06,이어폰,대구,5,514295
2024-03-06,태블릿,대구,4,1227672
2024-03-06,노트북,부산,3,7067691
2024-03-06,스마트폰,부산,3,3320217
2024-03-06,이어폰,부산,5,354045
2024-03-06,태블릿,부산,4,2732164
2024-03-06,노트북,서울,1,1354397
2024-03-06,스마트폰,서울,3,2236158
2024-03-06,스마트폰,서울,1,1201062
2024-03-06,이어폰,서울,4,1073456
2024-03-06,이어폰,서울,1,50921
2024-03-06,이어폰,서울,3,252357
2024-03-06,태블릿,서울,3,2120835
2024-03-06,노트북,인천,5,10747345
2024-03-06,스마트폰,인천,3,2165373
2024-03-06,이어폰,인천,2,494752
2024-03-06,태블릿,인천,5,2120390
2024-03-07,노트북,광주,5,9654820
2024-03-07,스마트폰,광주,1,1440540
2024-03-07,이어폰,광주,4,896736
2024-03-07,태블릿,광주,4,3389612
2024-03-07,노트북,대구,3,5252985
2024-03-07,스마트폰,대구,5,5596420
2024-03-07,스마트폰,대구,1,740977
2024-03-07,이어폰,대구,5,1472145
2024-03-07,태블릿,대구,1,512177
2024-03-07,노트북,부산,4,4630816
2024-03-07,스마트폰,부산,2,2741398
2024-03-07,이어폰,부산,5,1489040
2024-03-07,태블릿,부산,5,2453595
2024-03-07,노트북,서울,2,4240482
2024-03-07,노트북,서울,5,4410945
2024-03-07,스마트폰,서울,5,3269995
2024-03-07,스마트폰,서울,1,674421
2024-03-07,이어폰,서울,1,178611
2024-03-07,이어폰,서울,1,143557
2024-03-07,태블릿,서울,4,3563928
2024-03-07,노트북,인천,5,5009760
2024-03-07,스마트폰,인천,2,1997970
2024-03-07,이어폰,인천,1,78858
2024-03-07,태블릿,인천,5,4138890
2024-03-08,노트북,광주,3,7270809
2024-03-08,스마트폰,광주,4,5086092
2024-03-08,이어폰,광주,4,459308
2024-03-08,이어폰,광주,1,142437
2024-03-08,태블릿,광주,1,540932
2024-03-08,노트북,대구,3,4972230
2024-03-08,스마트폰,대구,3,1835280
2024-03-08,이어폰,대구,5,1260340
2024-03-08,태블릿,대구,3,1721985
2024-03-08,노트북,부산,1,1394053
2024-03-08,스마트폰,부산,5,7096780
2024-03-08,스마트폰,부산,5,4642485
2024-03-08,이어폰,부산,1,33771
2024-03-08,태블릿,부산,1,847923
2024-03-08,노트북,서울,4,5125068
2024-03-08,노트북,서울,4,9823272
2024-03-08,스마트폰,서울,4,3470176
2024-03-08,이어폰,서울,4,400772
2024-03-08,태블릿,서울,5,2012315
2024-03-08,노트북,인천,4,9533160
2024-03-08,스마트폰,인천,2,1866602
2024-03-08,이어폰,인천,5,1418145
2024-03-08,태블릿,인천,2,1376392
2024-03-09,노트북,광주,1,1844346
2024-03-09,스마트폰,광주,1,1378168
2024-03-09,이어폰,광주,4,1208528
2024-03-09,태블릿,광주,5,2963640
2024-03-09,노트북,대구,1,1532493
2024-03-09,스마트폰,대구,1,640501
2024-03-09,이어폰,대구,5,201795
2024-03-09,태블릿,대구,4,3010548
2024-03-09,노트북,부산,1,2337115
2024-03-09,스마트폰,부산,4,4796712
2024-03-09,이어폰,부산,4,139644
2024-03-09,이어폰,부산,5,881040
2024-03-09,이어폰,부산,5,1529105
2024-03-09,태블릿,부산,1,506060
2024-03-09,노트북,서울,5,11008030
2024-03-09,스마트폰,서울,1,674138
2024-03-09,이어폰,서울,4,292528
2024-03-09,태블릿,서울,2,1730402
2024-03-09,노트북,인천,3,7487373
2024-03-09,스마트폰,인천,5,4334190
2024-03-09,이어폰,인천,5,160430
2024-03-09,태블릿,인천,2,1692686
2024-03-10,노트북,광주,2,3856982
2024-03-10,스마트폰,광주,5,4899060
2024-03-10,이어폰,광주,5,812565
2024-03-10,태블릿,광주,4,1620640
2024-03-10,노트북,대구,3,3607455
2024-03-10,스마트폰,대구,1,1408888
2024-03-10,이어폰,대구,4,937172
2024-03-10,태블릿,대구,1,949085
2024-03-10,노트북,부산,2,2703862
2024-03-10,노트북,부산,3,2973837
2024-03-10,스마트폰,부산,2,1993570
2024-03-10,이어폰,부산,2,324740
2024-03-10,이어폰,부산,3,408747
2024-03-10,태블릿,부산,2,1023630
2024-03-10,노트북,서울,4,9088024
2024-03-10,스마트폰,서울,5,6697300
2024-03-10,이어폰,서울,4,884136
2024-03-10,태블릿,서울,2,1157978
2024-03-10,노트북,인천,5,7043305
2024-03-10,스마트폰,인천,5,4007830
2024-03-10,이어폰,인천,5,241330
2024-03-10,태블릿,인천,5,3799530
2024-03-11,노트북,광주,3,4565142
2024-03-11,스마트폰,광주,1,931762
2024-03-11,이어폰,광주,5,607540
2024-03-11,태블릿,광주,5,2543110
2024-03-11,노트북,대구,4,7390928
2024-03-11,스마트폰,대구,2,2873322
2024-03-11,이어폰,대구,3,484746
2024-03-11,태블릿,대구,3,2430774
2024-03-11,노트북,부산,2,2018884
2024-03-11,스마트폰,부산,3,4029438
2024-03-11,이어폰,부산,2,216812
2024-03-11,태블릿,부산,4,2022348
2024-03-11,노트북,서울,5,7597625
2024-03-11,스마트폰,서울,3,2078541
2024-03-11,스마트폰,서울,4,3778144
2024-03-11,이어폰,서울,4,706424
2024-03-11,이어폰,서울,4,497252
2024-03-11,태블릿,서울,3,2048436
2024-03-11,노트북,인천,4,4030260
2024-03-11,스마트폰,인천,2,1125904
2024-03-11,이어폰,인천,3,498579
2024-03-11,태블릿,인천,1,771706
2024-03-12,노트북,광주,3,5188122
2024-03-12,스마트폰,광주,2,1275308
2024-03-12,이어폰,광주,3,838926
2024-03-12,태블릿,광주,1,674175
2024-03-12,노트북,대구,2,4376722
2024-03-12,스마트폰,대구,3,4458360
2024-03-12,이어폰,대구,4,336024
2024-03-12,태블릿,대구,2,950036
2024-03-12,노트북,부산,3,6508401
2024-03-12,스마트폰,부산,3,3734829
2024-03-12,이어폰,부산,3,798240
2024-03-12,이어폰,부산,4,470888
2024-03-12,태블릿,부산,3,2299527
2024-03-12,노트북,서울,3,6635361
2024-03-12,노트북,서울,5,9111740
2024-03-12,스마트폰,서울,4,5731388
2024-03-12,이어폰,서울,4,968868
2024-03-12,이어폰,서울,1,71477
2024-03-12,태블릿,서울,4,1807536
2024-03-12,태블릿,서울,2,1307554
2024-03-12,노트북,인천,4,7800592
2024-03-12,노트북,인천,1,855291
2024-03-12,스마트폰,인천,4,4197740
2024-03-12,이어폰,인천,1,234391
2024-03-12,태블릿,인천,3,1388448
2024-03-13,노트북,광주,4,6373896
2024-03-13,스마트폰,광주,2,1551508
2024-03-13,이어폰,광주,3,512820
2024-03-13,태블릿,광주,5,2925355
2024-03-13,노트북,대구,2,3042356
2024-03-13,스마트폰,대구,3,2975967
2024-03-13,이어폰,대구,3,104364
2024-03-13,태블릿,대구,4,3200964
2024-03-13,노트북,부산,2,4975188
2024-03-13,스마트폰,부산,1,963324
2024-03-13,이어폰,부산,1,30048
2024-03-13,태블릿,부산,2,1236638
2024-03-13,노트북,서울,3,5851146
2024-03-13,스마트폰,서울,4,2566712
2024-03-13,이어폰,서울,5,961755
2024-03-13,태블릿,서울,2,1557440
2024-03-13,태블릿,서울,5,3780530
2024-03-13,노트북,인천,5,6424465
2024-03-13,스마트폰,인천,1,1074842
2024-03-13,이어폰,인천,4,644068
2024-03-13,태블릿,인천,5,3791695
2024-03-14,노트북,광주,4,6464196
2024-03-14,스마트폰,광주,3,4445076
2024-03-14,이어폰,광주,5,470185
2024-03-14,태블릿,광주,1,876276
2024-03-14,노트북,대구,3,5317248
2024-03-14,스마트폰,대구,1,846290
2024-03-14,이어폰,대구,1,276492
2024-03-14,태블릿,대구,2,717520
2024-03-14,태블릿,대구,3,2134452
2024-03-14,노트북,부산,1,1189939
2024-03-14,노트북,부산,1,1391637
2024-03-14,스마트폰,부산,3,1893339
2024-03-14,스마트폰,부산,4,5049708
2024-03-14,스마트폰,부산,1,744119
2024-03-14,이어폰,부산,4,773420
2024-03-14,태블릿,부산,2,1317042
2024-03-14,노트북,서울,2,2173042
2024-03-14,스마트폰,서울,3,1847151
2024-03-14,스마트폰,서울,4,4590944
2024-03-14,이어폰,서울,3,120504
2024-03-14,태블릿,서울,4,1987644
2024-03-14,노트북,인천,3,4800675
2024-03-14,스마트폰,인천,1,627885
2024-03-14,스마트폰,인천,2,1806978
2024-03-14,이어폰,인천,4,317048
2024-03-14,태블릿,인천,1,508855
2024-03-15,노트북,광주,3,4436421
2024-03-15,스마트폰,광주,4,3154792
2024-03-15,이어폰,광주,1,111277
2024-03-15,태블릿,광주,5,2340660
2024-03-15,노트북,대구,1,925357
2024-03-15,노트북,대구,3,6455313
2024-03-15,노트북,대구,2,4541582
2024-03-15,스마트폰,대구,5,6649560
2024-03-15,이어폰,대구,3,780045
2024-03-15,태블릿,대구,3,2656416
2024-03-15,노트북,부산,4,8974772
2024-03-15,스마트폰,부산,5,3312600
2024-03-15,이어폰,부산,1,207430
2024-03-15,태블릿,부산,2,1648406
2024-03-15,노트북,서울,2,3111738
2024-03-15,스마트폰,서울,1,1405610
2024-03-15,스마트폰,서울,2,1236828
2024-03-15,이어폰,서울,3,278190
2024-03-15,이어폰,서울,4,629792
2024-03-15,태블릿,서울,1,475490
2024-03-15,노트북,인천,4,6204524
2024-03-15,스마트폰,인천,2,1525748
2024-03-15,이어폰,인천,3,860847
2024-03-15,태블릿,인천,4,3544716
2024-03-16,노트북,광주,4,9546148
2024-03-16,스마트폰,광주,1,721392
2024-03-16,이어폰,광주,4,932200
2024-03-16,태블릿,광주,2,1891232
2024-03-16,노트북,대구,1,1297615
2024-03-16,스마트폰,대구,1,1060302
2024-03-16,스마트폰,대구,1,908064
2024-03-16,이어폰,대구,3,163197
2024-03-16,태블릿,대구,3,1163073
2024-03-16,노트북,부산,4,8561736
2024-03-16,스마트폰,부산,1,1099822
2024-03-16,이어폰,부산,5,785920
2024-03-16,태블릿,부산,2,652478
2024-03-16,태블릿,부산,4,1933192
2024-03-16,태블릿,부산,5,3709600
2024-03-16,노트북,서울,5,7991620
2024-03-16,스마트폰,서울,5,4756725
2024-03-16,이어폰,서울,2,619448
2024-03-16,태블릿,서울,3,1648023
2024-03-16,태블릿,서울,1,928167
2024-03-16,노트북,인천,2,3644984
2024-03-16,스마트폰,인천,2,2131470
2024-03-16,이어폰,인천,5,1315055
2024-03-16,태블릿,인천,5,2520250
2024-03-17,노트북,광주,1,2376993
2024-03-17,스마트폰,광주,5,7013010
2024-03-17,이어폰,광주,5,541585
2024-03-17,태블릿,광주,3,2437836
2024-03-17,노트북,대구,5,5420700
2024-03-17,스마트폰,대구,4,3398904
2024-03-17,이어폰,대구,3,242895
2024-03-17,이어폰,대구,5,763295
2024-03-17,태블릿,대구,2,1076034
2024-03-17,노트북,부산,1,1451578
2024-03-17,스마트폰,부산,5,3525885
2024-03-17,이어폰,부산,1,190029
2024-03-17,태블릿,부산,2,1132832
2024-03-17,노트북,서울,3,5317002
2024-03-17,스마트폰,서울,4,5786932
2024-03-17,이어폰,서울,3,718092
2024-03-17,태블릿,서울,2,1476490
2024-03-17,노트북,인천,2,3917402
2024-03-17,스마트폰,인천,5,7382135
2024-03-17,이어폰,인천,1,205765
2024-03-17,태블릿,인천,5,3366585
2024-03-18,노트북,광주,2,2437540
2024-03-18,스마트폰,광주,3,1990704
2024-03-18,이어폰,광주,2,214850
2024-03-18,태블릿,광주,1,357187
2024-03-18,노트북,대구,2,3953706
2024-03-18,스마트폰,대구,5,6357015
2024-03-18,이어폰,대구,3,230919
2024-03-18,태블릿,대구,3,2252868
2024-03-18,노트북,부산,1,1949558
2024-03-18,스마트폰,부산,4,3101244
2024-03-18,이어폰,부산,4,535460
2024-03-18,태블릿,부산,2,882844
2024-03-18,노트북,서울,4,6938096
2024-03-18,스마트폰,서울,5,5515990
2024-03-18,이어폰,서울,2,198610
2024-03-18,태블릿,서울,3,2140431
2024-03-18,노트북,인천,3,4591362
2024-03-18,스마트폰,인천,2,1672636
2024-03-18,이어폰,인천,3,785535
2024-03-18,태블릿,인천,3,1432431
2024-03-19,노트북,광주,5,11470780
2024-03-19,스마트폰,광주,1,541683
2024-03-19,스마트폰,광주,2,2934140
2024-03-19,이어폰,광주,1,211812
2024-03-19,태블릿,광주,4,1858524
2024-03-19,노트북,대구,5,6844590
2024-03-19,스마트폰,대구,1,987546
2024-03-19,스마트폰,대구,1,569832
2024-03-19,이어폰,대구,1,183351
2024-03-19,태블릿,대구,3,1239396
2024-03-19,노트북,부산,2,4515338
2024-03-19,스마트폰,부산,1,894900
2024-03-19,이어폰,부산,2,123028
2024-03-19,태블릿,부산,1,567865
2024-03-19,노트북,서울,1,1519892
2024-03-19,노트북,서울,1,1439878
2024-03-19,스마트폰,서울,4,3976312
2024-03-19,이어폰,서울,5,828055
2024-03-19,태블릿,서울,5,2610835
2024-03-19,태블릿,서울,2,1745934
2024-03-19,노트북,인천,2,3196776
2024-03-19,스마트폰,인천,5,6220810
2024-03-19,이어폰,인천,1,127736
2024-03-19,태블릿,인천,5,4286905
2024-03-20,노트북,광주,1,2405233
2024-03-20,스마트폰,광주,3,4268655
2024-03-20,스마트폰,광주,4,3724912
2024-03-20,이어폰,광주,2,171956
2024-03-20,이어폰,광주,2,253720
2024-03-20,태블릿,광주,3,1378014
2024-03-20,노트북,대구,3,6208650
2024-03-20,스마트폰,대구,3,2912964
2024-03-20,이어폰,대구,2,204818
2024-03-20,태블릿,대구,2,1735300
2024-03-20,노트북,부산,4,8710740
2024-03-20,스마트폰,부산,2,1184118
2024-03-20,이어폰,부산,4,624072
2024-03-20,태블릿,부산,5,2692375
2024-03-20,노트북,서울,3,3886071
2024-03-20,스마트폰,서울,5,3946395
2024-03-20,이어폰,서울,5,884510
2024-03-20,태블릿,서울,4,1323588
2024-03-20,노트북,인천,5,5418225
2024-03-20,스마트폰,인천,4,5812628
2024-03-20,스마트폰,인천,2,2376216
2024-03-20,이어폰,인천,1,126539
2024-03-20,태블릿,인천,3,1113324
2024-03-20,태블릿,인천,5,4294250
2024-03-21,노트북,광주,1,1315315
2024-03-21,스마트폰,광주,5,5319980
2024-03-21,이어폰,광주,5,279225
2024-03-21,태블릿,광주,5,3531080
2024-03-21,노트북,대구,2,4778344
2024-03-21,스마트폰,대구,2,1138696
2024-03-21,스마트폰,대구,2,2944276
2024-03-21,이어폰,대구,3,809655
2024-03-21,태블릿,대구,5,4068710
2024-03-21,노트북,부산,4,7322544
2024-03-21,스마트폰,부산,4,2576768
2024-03-21,이어폰,부산,3,739662
2024-03-21,태블릿,부산,4,1262972
2024-03-21,노트북,서울,5,6798255
2024-03-21,노트북,서울,5,9945875
2024-03-21,노트북,서울,5,6421280
2024-03-21,노트북,서울,5,6434610
2024-03-21,스마트폰,서울,2,2441534
2024-03-21,이어폰,서울,5,1378835
2024-03-21,태블릿,서울,4,1762400
2024-03-21,노트북,인천,1,2074921
2024-03-21,스마트폰,인천,4,5020740
2024-03-21,이어폰,인천,5,250955
2024-03-21,태블릿,인천,5,4311015
2024-03-22,노트북,광주,4,5622464
2024-03-22,스마트폰,광주,2,1246528
2024-03-22,이어폰,광주,4,1165728
2024-03-22,태블릿,광주,1,565406
2024-03-22,태블릿,광주,1,780921
2024-03-22,노트북,대구,2,4613080
2024-03-22,스마트폰,대구,1,595620
2024-03-22,스마트폰,대구,1,1240532
2024-03-22,이어폰,대구,5,569165
2024-03-22,태블릿,대구,5,3513720
2024-03-22,노트북,부산,5,5418790
2024-03-22,스마트폰,부산,4,3734592
2024-03-22,이어폰,부산,4,309120
2024-03-22,태블릿,부산,4,2046964
2024-03-22,노트북,서울,3,7267554
2024-03-22,스마트폰,서울,3,2951271
2024-03-22,스마트폰,서울,2,1885966
2024-03-22,이어폰,서울,4,1067276
2024-03-22,이어폰,서울,1,292488
2024-03-22,이어폰,서울,1,124251
2024-03-22,태블릿,서울,5,2245745
2024-03-22,노트북,인천,2,3005900
2024-03-22,스마트폰,인천,5,7068145
2024-03-22,이어폰,인천,1,249981
2024-03-22,태블릿,인천,2,975110
2024-03-23,노트북,광주,3,3437715
2024-03-23,스마트폰,광주,1,1030736
2024-03-23,이어폰,광주,3,661749
2024-03-23,태블릿,광주,5,3718340
2024-03-23,노트북,대구,4,7502932
2024-03-23,노트북,대구,4,4191444
2024-03-23,스마트폰,대구,3,2609277
2024-03-23,이어폰,대구,5,388380
2024-03-23,태블릿,대구,5,1744390
2024-03-23,노트북,부산,3,4877946
2024-03-23,스마트폰,부산,1,621879
2024-03-23,이어폰,부산,4,953904
2024-03-23,이어폰,부산,1,186621
2024-03-23,태블릿,부산,5,4343410
2024-03-23,노트북,서울,4,5104708
2024-03-23,스마트폰,서울,4,3948088
2024-03-23,이어폰,서울,2,123388
2024-03-23,이어폰,서울,1,114510
2024-03-23,태블릿,서울,2,1733380
2024-03-23,태블릿,서울,5,2478175
2024-03-23,노트북,인천,3,5297007
2024-03-23,스마트폰,인천,3,2383563
2024-03-23,이어폰,인천,4,1234932
2024-03-23,태블릿,인천,2,1823464
2024-03-24,노트북,광주,1,1775483
2024-03-24,스마트폰,광주,4,5940592
2024-03-24,이어폰,광주,2,174976
2024-03-24,이어폰,광주,5,488335
2024-03-24,태블릿,광주,5,3334595
2024-03-24,노트북,대구,3,8079849
2024-03-24,스마트폰,대구,3,1871328
2024-03-24,이어폰,대구,5,1145575
2024-03-24,태블릿,대구,4,3703652
2024-03-24,노트북,부산,4,7680064
2024-03-24,스마트폰,부산,2,1956122
2024-03-24,스마트폰,부산,4,6199640
2024-03-24,이어폰,부산,3,605748
2024-03-24,태블릿,부산,4,1542976
2024-03-24,노트북,서울,2,4459282
2024-03-24,스마트폰,서울,1,818643
2024-03-24,이어폰,서울,5,243255
2024-03-24,태블릿,서울,1,650254
2024-03-24,노트북,인천,3,7375047
2024-03-24,스마트폰,인천,1,794164
2024-03-24,이어폰,인천,3,353154
2024-03-24,태블릿,인천,4,2425904
2024-03-25,노트북,광주,2,4555632
2024-03-25,스마트폰,광주,5,7172850
2024-03-25,이어폰,광주,3,612711
2024-03-25,태블릿,광주,4,2691596
2024-03-25,노트북,대구,5,9868100
2024-03-25,스마트폰,대구,5,3036740
2024-03-25,이어폰,대구,2,357026
2024-03-25,태블릿,대구,3,1752654
2024-03-25,노트북,부산,2,2945868
2024-03-25,노트북,부산,2,2407594
2024-03-25,스마트폰,부산,3,2370264
2024-03-25,이어폰,부산,2,225146
2024-03-25,태블릿,부산,1,585898
2024-03-25,노트북,서울,5,5214625
2024-03-25,노트북,서울,1,1452175
2024-03-25,스마트폰,서울,1,1220426
2024-03-25,이어폰,서울,5,969145
2024-03-25,태블릿,서울,3,2368662
2024-03-25,태블릿,서울,1,408111
2024-03-25,노트북,인천,3,6258315
2024-03-25,스마트폰,인천,3,3200508
2024-03-25,이어폰,인천,1,231116
2024-03-25,태블릿,인천,4,1411624
2024-03-26,노트북,광주,5,8520915
2024-03-26,스마트폰,광주,4,4379056
2024-03-26,이어폰,광주,1,285134
2024-03-26,태블릿,광주,2,962986
2024-03-26,노트북,대구,4,4632784
2024-03-26,스마트폰,대구,3,3915735
2024-03-26,이어폰,대구,4,344356
2024-03-26,태블릿,대구,5,2039660
2024-03-26,노트북,부산,5,6705875
2024-03-26,스마트폰,부산,3,2733366
2024-03-26,이어폰,부산,4,1142372
2024-03-26,이어폰,부산,1,64270
2024-03-26,태블릿,부산,3,1921608
2024-03-26,노트북,서울,5,4823610
2024-03-26,노트북,서울,4,7962960
2024-03-26,스마트폰,서울,2,1194858
2024-03-26,이어폰,서울,4,1106804
2024-03-26,태블릿,서울,4,1607948
2024-03-26,태블릿,서울,4,2501876
2024-03-26,노트북,인천,3,5751744
2024-03-26,스마트폰,인천,4,3681144
2024-03-26,이어폰,인천,2,565806
2024-03-26,태블릿,인천,2,1749132
2024-03-27,노트북,광주,1,1293336
2024-03-27,스마트폰,광주,4,4945332
2024-03-27,이어폰,광주,4,1032656
2024-03-27,태블릿,광주,4,2903024
2024-03-27,노트북,대구,2,2462606
2024-03-27,스마트폰,대구,3,2442885
2024-03-27,이어폰,대구,3,230436
2024-03-27,태블릿,대구,3,2267532
2024-03-27,노트북,부산,2,2182658
2024-03-27,스마트폰,부산,5,7235660
2024-03-27,이어폰,부산,4,731324
2024-03-27,태블릿,부산,2,912928
2024-03-27,노트북,서울,3,5892309
2024-03-27,노트북,서울,1,1733686
2024-03-27,스마트폰,서울,2,1645996
2024-03-27,스마트폰,서울,4,2291952
2024-03-27,이어폰,서울,3,867459
2024-03-27,태블릿,서울,5,3486580
2024-03-27,노트북,인천,5,8238315
2024-03-27,스마트폰,인천,2,2787832
2024-03-27,이어폰,인천,1,218347
2024-03-27,태블릿,인천,5,1778540
2024-03-28,노트북,광주,5,4927425
2024-03-28,스마트폰,광주,2,1990802
